name,description,category,url,scraped_at
GitRecap - GitPages,A modular Python tool that aggregates and formats user-authored messages from repositories,ai-assisted,https://github.com/marketplace/gitrecap-gitpages,2025-10-22T05:40:42.221779
Mediumroast for GitHub,AI assisted product planning for GitHub,ai-assisted,https://github.com/marketplace/mediumroast-for-github,2025-10-22T05:40:42.413337
Caddie - Code Monitoring,"Caddie tracks Github, Slack, and other metrics to get a bird's eye view of your organization's productivity",ai-assisted,https://github.com/marketplace/caddie-code-monitoring,2025-10-22T05:40:42.580169
vibe-checkr,Summarize your PR changes easily,ai-assisted,https://github.com/marketplace/vibe-checkr,2025-10-22T05:40:42.751294
Aristiun aribot,"Security and compliance insights for your code supply chain, automates threat modelling and assess cloud infrastructure",ai-assisted,https://github.com/marketplace/aristiun-aribot,2025-10-22T05:40:42.850000
Code Prime AI,Code Prime: Turbocharge Your Development with AI-Driven Code Reviews and Refactoring,ai-assisted,https://github.com/marketplace/code-prime-ai,2025-10-22T05:40:42.962583
Hard Captcha,Captcha Resolver: Solve Any Captcha,ai-assisted,https://github.com/marketplace/hard-captcha,2025-10-22T05:40:43.138597
docsalot,Automatically create docs for your cross repo PRs and changes,ai-assisted,https://github.com/marketplace/docs-alot,2025-10-22T05:40:43.316270
Valven Atlas,Valven Atlas enables retrieving advanced insights on the software delivery process for the engineering teams,ai-assisted,https://github.com/marketplace/valven-atlas,2025-10-22T05:40:43.486574
Code Companion AI,Code Companion AI is expertly crafted to simplify the process of documenting PRs,ai-assisted,https://github.com/marketplace/code-companion-ai,2025-10-22T05:40:43.666751
PeakU AI analytics,AI to speed up code reviews and improve your code quality,ai-assisted,https://github.com/marketplace/peaku-ai-analytics,2025-10-22T05:40:43.789313
burden-bot,a bot to help open source maintainer manage their workload,ai-assisted,https://github.com/marketplace/burden-bot,2025-10-22T05:40:43.921309
CloudAEye-powered observability,AI-powered observability for cloud applications,ai-assisted,https://github.com/marketplace/cloudaeye-powered-observability,2025-10-22T05:40:44.065130
TPM-AI,Give TPM-AI access to individual repos for RAG AI prompts,ai-assisted,https://github.com/marketplace/tpm-ai,2025-10-22T05:40:44.248801
EnhanceDocs,Documentation search with Natural Language,ai-assisted,https://github.com/marketplace/enhancedocs,2025-10-22T05:40:44.427149
Luna HTML Fixer,An intelligent HTML code fixer,ai-assisted,https://github.com/marketplace/luna-html-fixer,2025-10-22T05:40:44.610676
"Persana AI: GitHub Leads – Uncover Stargazers' Contacts, Personalized Emails & Company & Lead Enrichment","Boost your outreach with our GitHub app! Discover stargazers' details, personalize emails, explore powerful AI insights",ai-assisted,https://github.com/marketplace/persana-ai-github-leads-uncover-stargazers-contacts-personalized-emails-company-lead-enrichment,2025-10-22T05:40:44.782838
Sudoviz,Secure your software stack with next gen AI,ai-assisted,https://github.com/marketplace/sudoviz,2025-10-22T05:40:44.954126
PullGeniusAI,PullGenius - AI Code Review / Enhancement Tool,ai-assisted,https://github.com/marketplace/pullgeniusai,2025-10-22T05:40:45.137203
Cloud Avenue Data Stack Insights,"Proactively safeguard your data pipelines with AI-driven insights, impact analysis, and seamless data stack integrations",ai-assisted,https://github.com/marketplace/cloud-avenue-data-stack-insights,2025-10-22T05:40:45.307538
olympix-notifier,A notifier service for the Olympix toolsuite,ai-assisted,https://github.com/marketplace/olympix-notifier,2025-10-22T05:40:46.947987
technicianai,Resolve check failures with AI,ai-assisted,https://github.com/marketplace/technicianai,2025-10-22T05:40:47.117475
xSyched.com - MyGPTInfo,AI powered Nature Language Assistant with unlimited contextual memory,ai-assisted,https://github.com/marketplace/xsyched-com-mygptinfo,2025-10-22T05:40:47.285103
Caddie OAuth,"Caddie tracks Github, Slack, and other metrics to get a bird's eye view of your organization's productivity",ai-assisted,https://github.com/marketplace/caddie-oauth,2025-10-22T05:40:47.452477
A1MX,Healthcare Intelligence,ai-assisted,https://github.com/marketplace/xerataus,2025-10-22T05:40:47.622611
CodevBots,"Automation bot that will create PR once any branch merged into develop branch, and will squash merged into main",ai-assisted,https://github.com/marketplace/codevbots,2025-10-22T05:40:47.779297
OpenCSG-starship,AI code assistant powered by OpenCSG,ai-assisted,https://github.com/marketplace/opencsg-starship,2025-10-22T05:40:47.838813
PyTorch Perforated Backpropagation,PyTorch Optimization tool for improved inference scores and smaller model sizes,ai-assisted,https://github.com/marketplace/pytorch-perforated-backpropagation,2025-10-22T05:40:47.951772
JambuBot,"Automate various GitHub repository tasks, including issue management, pull request handling, and more",ai-assisted,https://github.com/marketplace/jambubot,2025-10-22T05:40:48.123092
CommitPower,Commit Power - AI Code Review,ai-assisted,https://github.com/marketplace/commitpower,2025-10-22T05:40:48.297373
Codenudge,"AI-powered pull request reviews, summaries, and contributor insights — directly in GitHub. Review faster, ship better",ai-assisted,https://github.com/marketplace/codenudge,2025-10-22T05:40:48.480511
Self XDSD,Automated Project Management For Github Repositories,ai-assisted,https://github.com/marketplace/self-xdsd,2025-10-22T05:40:48.650526
IQX,Security Intelligence Quiddity System,ai-assisted,https://github.com/marketplace/icd-authorization-portal,2025-10-22T05:40:48.844983
wellcode-cli,Engineering Metrics Powered by AI,ai-assisted,https://github.com/marketplace/wellcode-cli,2025-10-22T05:40:48.946614
FRP (Testing),Fynix Review Pilot Testing Application,ai-assisted,https://github.com/marketplace/frp-testing,2025-10-22T05:40:49.120004
Nudgify,Connect your Github repository with Nudgify to display your Push and Pull events as nudges on your websites,ai-assisted,https://github.com/marketplace/nudgify,2025-10-22T05:40:49.291871
Luna Code Checker,An advanced web-based tool for checking JavaScript code using ESLint,ai-assisted,https://github.com/marketplace/luna-code-checker,2025-10-22T05:40:49.457202
ErnesTechDotCom,A social Network for Software Developers,ai-assisted,https://github.com/marketplace/ernestechdotcom,2025-10-22T05:40:49.622740
commit-collab,Simple tool to summarize commits,ai-assisted,https://github.com/marketplace/commit-collab,2025-10-22T05:40:49.791057
Tiza - Horário Escolar,Tiza,ai-assisted,https://github.com/marketplace/tiza-horario-escolar,2025-10-22T05:40:51.220783
CrowChat.me,"Connect your custom AI Agent with GitHub to brainstorm ideas, create issues and manage repos from any device",ai-assisted,https://github.com/marketplace/crowchat-me,2025-10-22T05:40:51.387065
PushToProd.ai,A documentation engine and workflow accelerator,ai-assisted,https://github.com/marketplace/pushtoprod-ai,2025-10-22T05:40:51.560901
MiddlewareHQ,Middleware is a product for engineering leaders to prevent delivery delays and people burnouts,ai-assisted,https://github.com/marketplace/middlewarehq,2025-10-22T05:40:51.728770
CodeReviewGen,Automate the review of your software code using the power of AI,ai-assisted,https://github.com/marketplace/codereviewgen,2025-10-22T05:40:51.884088
ghadaam-cli,A pioneer in a new era of thought and technology made for you,ai-assisted,https://github.com/marketplace/ghadaam-cli,2025-10-22T05:40:52.019312
neraton,The AI engine for your chat and work flows,ai-assisted,https://github.com/marketplace/neraton,2025-10-22T05:40:52.197288
Codespy AI Detector,Codespy AI Detector for Source Code,ai-assisted,https://github.com/marketplace/codespy-ai-detector,2025-10-22T05:40:52.379394
com.cleverchuk.doers,"Create, Manage, Collaborate",ai-assisted,https://github.com/marketplace/com-cleverchuk-doers,2025-10-22T05:40:52.553607
boltfeed,"Bolt empowers teams to share knowledge, document features, and tell compelling product stories",ai-assisted,https://github.com/marketplace/boltfeed,2025-10-22T05:40:52.727098
Nightfall DLP: GitHub Secrets Scanner,"Nightfall automatically detects PII, credentials, secrets, and more in GitHub repos via machine learning. Free tier",ai-assisted,https://github.com/marketplace/watchtower-radar,2025-10-22T05:40:52.842295
Mastermind Assistant,AI and Voice Assistant Designed Specifically for Developers,ai-assisted,https://github.com/marketplace/mastermind-assistant,2025-10-22T05:40:52.941299
Quod AI,Our app has moved to: https://github.com/marketplace/quod-ai-app,ai-assisted,https://github.com/marketplace/quod-ai,2025-10-22T05:40:53.102041
ThreatKey,Rapidly identify and remediate misconfigurations and security issues in SaaS and Cloud applications,ai-assisted,https://github.com/marketplace/threatkey,2025-10-22T05:40:53.268476
Quick Slot,https://api.github.com/users/octocat/received_events,ai-assisted,https://github.com/marketplace/quick-slot,2025-10-22T05:40:53.434558
codefaceapp,CodeFace is a web application that allows you to track code changes and share them with your team,ai-assisted,https://github.com/marketplace/codefaceapp,2025-10-22T05:40:53.607817
termux-os,a multi script bash shell,ai-assisted,https://github.com/marketplace/termux-os,2025-10-22T05:40:53.770913
GitUnion Product Companion,Scope and ship products faster with your own AI product companion,ai-assisted,https://github.com/marketplace/gitunion-product-companion,2025-10-22T05:40:53.910113
cloudeagle.ai,"CloudEagle helps finance, operations, and IT teams save money on SaaS (software subscription) spend",ai-assisted,https://github.com/marketplace/cloudeagle-ai,2025-10-22T05:40:54.002562
SmythOs,Automatically connect GitHub to AI agents in SmythOs,ai-assisted,https://github.com/marketplace/smythos,2025-10-22T05:40:54.158025
Prosecurelabs,Automate design checks and visual testing in GitHub workflows with the DesignMedia Plugin,ai-assisted,https://github.com/marketplace/prosecurelabs,2025-10-22T05:40:55.712943
Hoppscotch,"Flexible, scalable database sync utility for Hoppscotch",api-management,https://github.com/marketplace/hoppscotch,2025-10-22T05:40:57.487002
WSO2 Cloud App,The WSO2 Cloud App provides integration between your GitHub repositories and WSO2’s cloud platforms,api-management,https://github.com/marketplace/choreo-apps,2025-10-22T05:40:57.626745
Mockend,On-demand GraphQL & REST fake API,api-management,https://github.com/marketplace/mockend,2025-10-22T05:40:57.730244
n8n.cloud,Automatically connect GitHub to third-party apps with n8n,api-management,https://github.com/marketplace/n8n-cloud,2025-10-22T05:40:57.819565
Apollo Studio,"A cloud platform that helps you build, collaborate on, validate, and secure your organization's GraphQL API",api-management,https://github.com/marketplace/apollo-studio,2025-10-22T05:40:58.035557
Stainless App,Stainless provides robust & polished SDKs for your REST API,api-management,https://github.com/marketplace/stainless-app,2025-10-22T05:40:58.183166
Payvost,Payment gateway built on blockchain technology,api-management,https://github.com/marketplace/payvost,2025-10-22T05:40:58.535495
getAddress(),Simple APIs for UK addresses,api-management,https://github.com/marketplace/getaddress,2025-10-22T05:40:58.698101
Moesif API Analytics and Monetization,Powerful API analytics and usage-based billing to monetize APIs,api-management,https://github.com/marketplace/moesif-api-insights,2025-10-22T05:40:58.852407
GraphQL Hive,Open-Source GraphQL Federation Platform,api-management,https://github.com/marketplace/graphql-hive,2025-10-22T05:40:59.135331
Repo Meister App,GitHub repository management made easy,api-management,https://github.com/marketplace/repo-meister-app,2025-10-22T05:40:59.502630
Performance Testing Bot,Easy to use and configure API performance testing application,api-management,https://github.com/marketplace/performancetestingbot,2025-10-22T05:40:59.680799
ReadMe Micro,"Connect, organize, and auto-generate documentation for your team's internal APIs",api-management,https://github.com/marketplace/readme-micro,2025-10-22T05:40:59.945434
gRPC SDK and Documentation Builder,Build SDK and Documentation in CI/CD manner,api-management,https://github.com/marketplace/gendocu-grpc-ci-cd-beta,2025-10-22T05:41:00.081434
Apico - API Development Platform,Get easy and secure access to GitHub APIs to build no-code applications fast,api-management,https://github.com/marketplace/apico-api-development-platform,2025-10-22T05:41:00.182407
Dart Email validator,A simple (but correct) Dart class for validating email addresses without using RegEx. Can also be used to validate emails wit,api-management,https://github.com/marketplace/dart-email-validator,2025-10-22T05:41:00.337198
Integrately App,Integrately is a 1 click automation software that enables you to connect GitHub with your favorite apps in just 1 click,api-management,https://github.com/marketplace/integrately-app,2025-10-22T05:41:01.797076
